,transaction_id,amount,transaction_type,merchant_category,customer_age,customer_income,account_age,location,num_prev_transactions,illicit
0,1,23.463404498843,0,0,62,162511,11,0,779,0
1,2,150.506071545876,0,1,55,186974,187,1,574,0
2,3,65.8372846772725,1,2,37,22598,213,1,547,0
3,4,45.6471276887977,0,3,66,112297,116,2,520,0
4,5,8.48124352311731,1,3,40,155124,162,1,329,0
5,6,8.47981459573026,0,3,54,32741,103,0,322,0
6,7,2.99193843043403,2,4,79,89360,7,1,240,0
7,8,100.561543223997,1,4,64,56288,106,1,284,0
8,9,45.9541076813632,0,3,25,152321,172,2,838,0
9,10,61.5625030852295,0,0,74,174042,219,1,601,0
10,11,1.03996539995693,0,0,54,35565,192,1,263,0
11,12,175.177873757916,2,4,73,76995,114,1,298,0
12,13,89.3214771677338,2,3,62,71656,23,2,204,0
13,14,11.9343812624473,2,0,50,65765,102,1,290,0
14,15,10.0339494374832,0,4,50,153086,58,2,210,0
15,16,10.1305711416129,0,3,24,134794,20,1,365,0
16,17,18.1376864730239,0,1,80,128987,155,2,789,0
17,18,37.1963915430427,0,3,39,165084,117,1,463,0
18,19,28.2768533390168,2,3,22,77498,188,2,718,0
19,20,17.2111496276971,1,2,63,88776,136,2,321,0
20,21,47.3185436949899,2,2,32,143675,101,1,357,0
21,22,7.51172643636693,0,1,38,81711,195,2,916,0
22,23,17.2757756001201,1,1,79,62530,2,1,93,0
23,24,22.8138609110424,2,3,42,169090,22,0,710,0
24,25,30.4467343929887,1,0,34,148236,70,0,862,0
25,26,76.8968005515456,2,1,73,37916,103,2,168,0
26,27,11.1367931064345,0,3,67,60376,104,1,296,0
27,28,36.1014577516564,0,4,24,130713,36,2,944,0
28,29,44.875236065488,2,2,71,136128,108,0,738,0
29,30,2.37819248782043,0,0,75,105566,24,1,515,0
30,31,46.7666510324805,0,3,67,97125,140,2,97,0
31,32,9.34806259887082,2,4,77,107519,209,2,704,0
32,33,3.36319654396521,2,2,78,32437,22,2,777,0
33,34,148.684389675347,2,4,36,82146,83,1,349,0
34,35,168.531517123059,0,3,69,47618,73,2,735,0
35,36,82.6165786406438,0,1,24,29705,204,1,578,0
36,37,18.1643929984379,2,2,57,100912,124,1,649,0
37,38,5.13886575012531,1,4,62,71750,224,0,840,0
38,39,57.6375381549331,2,1,76,64379,223,0,400,0
39,40,29.0045421292699,1,0,67,72682,81,2,750,0
40,41,6.50761169772243,2,3,41,125894,151,1,450,0
41,42,34.1773614067075,2,3,28,80384,74,1,474,0
42,43,1.74968607217395,0,2,58,150512,191,1,820,1
43,44,120.021144369651,2,4,72,71128,30,2,418,0
44,45,14.9728888420343,2,0,18,152907,147,2,3,0
45,46,54.312789928249,2,2,71,41283,26,2,323,0
46,47,18.6773290828812,0,2,49,69506,218,2,368,0
47,48,36.7055447954614,2,4,57,187035,128,2,863,0
48,49,39.5611898990899,0,0,70,145007,11,2,613,0
49,50,10.2194299753953,2,4,61,160251,20,1,394,0
50,51,174.640356636811,0,3,80,114440,118,2,555,0
51,52,74.612268856907,1,1,19,126649,56,1,118,0
52,53,140.254720964579,0,3,32,31955,173,2,699,0
53,54,112.60759987671,0,3,38,158270,196,1,742,0
