,transaction_id,amount,transaction_type,merchant_category,customer_age,customer_income,account_age,location,num_prev_transactions,illicit
3000,3001,55.8443622863065,2,1,31,176240,92,1,964,0
3001,3002,79.649052915532,2,2,78,175091,62,1,131,0
3002,3003,14.4153066096613,0,1,55,194811,66,1,731,0
3003,3004,49.0246787488283,1,0,49,23668,152,1,849,0
3004,3005,42.4019381061268,2,1,40,96280,80,2,103,0
3005,3006,89.4373137096459,0,0,64,48754,140,2,552,0
3006,3007,118.269355060504,2,2,57,105058,144,1,567,0
3007,3008,0.611563470448562,0,4,54,24509,164,2,822,0
3008,3009,56.0459500444768,2,4,20,153572,130,2,761,0
3009,3010,2.66137920231114,0,1,52,138981,217,2,241,0
3010,3011,39.7987303684945,1,0,30,95440,190,2,926,0
3011,3012,16.9580835284943,0,4,51,46921,64,0,638,0
3012,3013,18.3201482264731,2,0,41,74551,29,2,661,0
3013,3014,21.7672424839559,0,2,18,36683,220,2,330,0
3014,3015,48.5495502569131,2,1,29,97952,202,1,943,0
3015,3016,20.3270317391417,2,0,25,34833,237,2,847,0
3016,3017,65.9690051996384,0,1,36,38290,87,0,895,1
3017,3018,25.9199939386915,2,0,26,34003,96,2,899,0
3018,3019,3.54007532067944,0,0,45,143086,31,1,148,0
3019,3020,76.5682824291667,1,2,31,91656,83,2,168,0
3020,3021,16.8266946475857,0,1,77,61253,143,2,556,0
3021,3022,28.3492456330471,1,3,44,108022,183,2,984,0
3022,3023,57.8296393515913,1,0,35,173778,33,2,83,0
3023,3024,20.2075104345249,0,0,59,107231,209,1,519,0
3024,3025,2.9124851911949,0,4,58,124791,180,2,106,0
3025,3026,23.4139396426074,0,1,23,193804,100,1,884,0
3026,3027,144.522312458402,1,3,50,52716,148,2,264,0
3027,3028,51.3240330335556,0,2,54,26880,73,1,657,0
3028,3029,55.6577484347521,2,3,59,48949,166,1,30,0
3029,3030,50.0219678368069,1,2,42,86064,131,2,755,0
3030,3031,11.0942258964386,0,3,30,63093,182,2,546,0
3031,3032,27.0929322755446,2,3,71,173916,194,1,246,0
3032,3033,69.5030319049337,0,1,40,173432,18,2,925,0
3033,3034,5.34435610271818,0,4,53,107941,215,2,529,0
3034,3035,16.2763124821648,2,3,50,147668,126,1,978,0
