,transaction_id,amount,transaction_type,merchant_category,customer_age,customer_income,account_age,location,num_prev_transactions,illicit
500,501,59.8931940956395,2,2,67,86520,167,2,401,0
501,502,38.4039217206045,0,2,75,37344,138,1,221,0
502,503,18.518965077718,0,4,70,77202,235,2,474,0
503,504,84.0453583743998,0,0,44,120086,74,0,107,1
504,505,57.7164791824408,0,0,68,34959,200,0,862,1
505,506,8.87368270502442,0,0,71,189823,69,0,811,0
506,507,120.915054599956,2,0,74,152941,151,2,179,0
507,508,86.4497255683636,0,2,39,64264,34,2,176,0
508,509,149.586926251672,0,1,35,50268,124,0,486,0
509,510,64.6802002098067,0,0,33,104564,111,2,413,0
510,511,47.5202009795686,0,1,19,190678,32,2,691,0
511,512,27.0851253296557,1,0,64,164622,16,1,36,0
512,513,134.950918077356,1,3,30,156774,68,2,574,0
513,514,100.519619002346,2,3,62,98563,54,1,267,0
514,515,2.31364693265614,0,3,33,130164,124,1,784,0
515,516,1.33604084332557,2,0,25,44459,156,1,801,0
516,517,23.6173880791631,1,1,60,76782,112,2,923,0
517,518,83.1823861498043,2,2,25,157104,236,2,387,0
518,519,218.213773411008,0,4,71,21825,60,2,353,0
519,520,8.15047549672399,2,2,27,146187,78,2,813,0
520,521,45.0862065107868,1,0,72,199173,76,2,269,0
521,522,23.9736849879048,2,3,50,80109,60,2,268,0
522,523,175.185427718798,2,3,48,32470,85,2,441,0
523,524,92.2956603716817,0,1,29,23770,112,2,304,0
524,525,91.1095023234929,2,0,26,178340,80,1,245,0
525,526,31.6207785569887,0,2,54,151101,118,2,177,0
526,527,26.7917468163674,2,0,26,181155,172,2,66,0
527,528,15.9694446075031,0,0,65,28958,2,1,276,0
528,529,2.90134819224181,0,3,35,133806,23,1,207,0
529,530,100.021307000166,0,2,47,28806,221,2,306,0
530,531,83.8058719624961,2,4,49,52162,46,1,549,0
531,532,408.622279890904,0,3,57,94732,235,2,630,0
532,533,284.743670037217,2,2,40,185961,73,2,537,0
533,534,40.5325796320697,2,1,28,47702,54,0,517,0
534,535,73.264154510313,0,3,79,186849,71,0,273,0
535,536,144.808584143722,0,1,37,27739,221,2,232,0
536,537,94.7386007354623,0,3,36,44599,236,1,113,0
537,538,14.2076222290573,1,0,53,56827,125,1,133,0
538,539,29.9413413699932,2,2,69,96821,81,0,424,0
539,540,6.91481721565443,0,1,43,116683,9,2,824,0
540,541,154.011189322085,0,3,27,88446,70,2,689,0
541,542,46.5923851294309,2,1,41,103890,172,2,24,0
542,543,12.9801862709242,1,3,30,43039,84,2,559,0
543,544,55.6914769586625,1,3,78,146021,74,2,279,0
544,545,48.1335217371536,2,4,69,196001,73,1,925,0
545,546,22.1710231148553,0,4,63,117367,12,1,342,0
546,547,6.02695606992346,0,4,70,63884,225,1,812,0
547,548,55.6720641759551,0,1,51,176218,32,2,810,0
548,549,36.7305212093019,0,0,46,65819,162,2,71,0
549,550,73.9903540480258,0,3,53,103162,83,2,951,0
550,551,36.7154930211758,0,2,24,182380,33,2,200,0
551,552,95.5885055654242,0,4,68,164126,64,0,325,0
552,553,40.1377059510744,1,1,47,99606,48,2,32,0
553,554,41.1557290490074,2,1,79,127789,16,1,96,0
554,555,104.637932161489,1,1,34,72018,178,2,556,0
555,556,25.8323656994059,2,2,65,46250,114,2,262,0
556,557,7.19439776951495,0,2,30,165485,151,1,873,0
557,558,1.46025107160473,2,4,73,97391,26,2,913,0
558,559,70.3528726331293,0,2,41,58921,237,2,69,0
559,560,48.419948353034,2,4,71,91123,54,2,812,0
560,561,60.8832673898938,0,2,72,94363,172,1,292,0
561,562,11.9740746746722,1,2,48,176857,233,0,916,0
562,563,7.33062756141393,0,2,75,117400,37,1,729,0
563,564,0.732573813283439,0,4,44,116847,9,0,206,0
564,565,21.5843630757535,1,3,67,26861,222,1,171,0
565,566,44.5698687832472,0,4,38,96340,13,1,757,0
566,567,24.8990933780575,2,3,61,165051,240,2,925,0
567,568,28.7659781414216,2,1,72,133049,60,2,394,0
568,569,117.253076149072,1,1,80,20357,106,2,255,0
569,570,21.4051307212556,1,4,74,134604,126,1,263,0
570,571,36.0762514036161,1,3,18,67201,80,2,900,0
571,572,76.5435868859851,0,3,32,102160,238,2,263,0
572,573,25.254006564959,1,3,20,30796,128,0,516,0
573,574,48.6545237676543,2,1,23,43238,130,2,9,0
574,575,99.1570321842153,2,4,31,114176,223,0,270,0
575,576,149.309520768733,0,0,72,60883,60,1,741,0
576,577,7.9540939657418,2,3,55,105478,185,2,311,0
577,578,130.583138152104,1,3,50,89396,115,1,369,0
578,579,33.8751390497765,1,0,69,24447,43,1,566,0
579,580,14.9367727175698,0,4,55,40523,147,2,898,0
580,581,30.7293483685349,0,3,25,155921,124,1,552,0
581,582,195.68265487903,0,4,43,175790,139,1,649,0
582,583,33.924564633368,1,3,32,125471,206,2,390,0
583,584,19.930801605025,2,2,31,107862,47,2,958,0
584,585,50.174313697883,0,3,65,80977,217,2,114,0
585,586,13.7314233857801,0,2,37,108325,63,2,574,0
586,587,3.94476524881175,0,4,72,178207,135,2,343,0
587,588,6.89876098562079,0,3,65,181334,207,1,409,0
588,589,6.85092120335036,1,1,76,148422,94,2,545,0
589,590,8.23799507783365,2,1,36,54787,123,1,377,0
590,591,7.47300330337583,0,0,73,35689,31,2,763,0
591,592,51.2042025537903,2,1,50,190932,216,2,455,0
592,593,10.0373178517241,0,2,53,137537,55,1,422,0
593,594,21.2069657897403,1,1,41,70344,153,1,443,0
594,595,113.548706256418,0,1,27,87891,200,2,196,0
595,596,32.1190570823297,0,1,69,117464,30,2,867,0
596,597,55.064454182619,0,3,67,85869,36,1,362,0
597,598,9.45642585566083,2,0,51,186402,50,2,409,0
598,599,10.6775490497548,2,4,53,100312,142,2,763,0
599,600,2.08636063587827,2,0,64,47014,29,2,573,0
600,601,9.25236720327904,0,2,78,54563,155,1,393,0
601,602,16.3274059315573,0,3,53,166342,117,2,736,0
602,603,9.7405908741554,0,3,33,182351,178,2,508,0
603,604,4.64429539301838,2,1,32,118557,36,2,867,0
604,605,6.42781067466763,0,1,35,154729,162,0,565,1
605,606,30.881467168269,2,2,24,109422,21,2,670,0
606,607,11.5546103172548,1,3,64,127919,38,2,293,0
607,608,22.6490557755459,1,4,39,152099,75,2,881,0
608,609,35.0002592357165,0,0,49,165271,225,2,24,0
