,transaction_id,amount,transaction_type,merchant_category,customer_age,customer_income,account_age,location,num_prev_transactions,illicit
1500,1501,36.6029027400797,0,2,24,121290,60,1,777,0
1501,1502,32.6177195757625,0,1,54,148928,198,2,773,0
1502,1503,1.29882769710072,0,3,49,54890,227,1,286,0
1503,1504,20.8703940705399,0,4,62,113740,17,2,30,0
1504,1505,23.9175682449403,0,4,39,99428,45,2,687,0
1505,1506,25.4432757099,1,2,33,28689,38,1,520,0
1506,1507,43.3955527432635,2,3,41,48063,124,1,715,0
1507,1508,38.1358552176434,1,2,69,77198,104,1,619,0
1508,1509,46.812567913741,1,3,71,21363,64,0,123,1
1509,1510,72.3836564393441,2,3,31,167763,121,0,749,0
1510,1511,83.8285200742582,0,2,28,153823,6,0,921,0
1511,1512,63.3142371915695,2,3,36,143763,188,1,129,0
1512,1513,155.63993625021,1,1,40,27782,112,1,745,0
1513,1514,0.920042229135001,2,3,51,103184,102,1,515,0
1514,1515,10.8939955356256,2,3,77,163612,49,2,479,0
1515,1516,0.379580926570784,0,2,57,65991,21,2,731,0
1516,1517,52.1316463203876,1,4,30,90875,227,2,773,0
1517,1518,114.154100503324,2,0,56,178681,23,2,541,0
1518,1519,13.9514672138887,1,3,61,76655,76,2,950,0
1519,1520,130.888458311186,0,0,45,83177,185,2,923,0
1520,1521,3.10799509693603,0,3,57,78396,64,0,828,0
1521,1522,136.236446150006,0,2,33,36877,157,1,76,0
1522,1523,21.6641239653269,2,2,67,147934,27,2,182,0
1523,1524,5.34702306959684,0,3,68,38405,134,2,365,0
1524,1525,33.2641274449706,0,2,45,136435,149,1,291,0
1525,1526,14.8379281539086,1,2,21,68629,71,1,969,0
1526,1527,16.7647496295831,0,3,45,66233,107,0,713,0
1527,1528,18.3571893580639,1,4,74,41471,169,0,388,0
1528,1529,81.2341509982712,0,3,77,23302,208,0,156,0
1529,1530,38.735356906913,1,4,29,133466,133,2,99,0
1530,1531,18.6480347876726,2,2,33,100048,143,2,907,0
1531,1532,47.1232380477256,1,4,70,117972,149,1,633,0
1532,1533,62.9655862324051,1,2,71,174583,58,2,917,0
1533,1534,15.9155871104023,0,4,66,156094,132,1,826,0
1534,1535,26.6833166979551,0,4,53,63239,197,2,109,0
1535,1536,6.49894797607003,0,3,79,148185,135,1,678,0
1536,1537,9.99267838610694,2,4,37,143811,35,2,641,0
1537,1538,57.1466846313085,1,2,43,141097,164,2,269,0
1538,1539,10.0103280741824,0,3,73,79269,121,2,137,0
1539,1540,37.239224986605,2,4,73,123558,143,0,687,0
1540,1541,61.7295499719843,0,3,43,110868,220,2,63,0
1541,1542,5.65154417602352,1,0,39,81895,130,0,642,0
1542,1543,41.8869436284073,1,3,73,89890,120,1,506,0
1543,1544,14.8235480046242,0,0,26,117383,185,1,839,0
1544,1545,164.743148590396,0,0,22,55284,5,1,699,0
1545,1546,33.0384185663404,0,3,34,199712,71,1,976,1
1546,1547,81.992935871768,2,2,66,95692,86,2,963,0
1547,1548,39.9505624996806,2,2,51,173525,95,2,788,0
1548,1549,2.21915246399331,0,2,19,109294,160,1,349,1
1549,1550,50.1402991787176,0,1,70,189048,200,1,146,0
1550,1551,151.210026006237,0,0,72,164797,41,2,334,0
1551,1552,46.0164211376912,2,3,24,194115,170,1,531,1
1552,1553,85.5151107353865,2,2,80,114852,75,2,825,0
1553,1554,107.797326507702,0,2,53,97080,193,2,553,0
1554,1555,12.943703291825,2,3,30,101863,239,2,861,0
1555,1556,11.9157047090078,2,0,37,197881,168,2,905,0
1556,1557,47.2063532354765,0,3,47,36705,83,2,406,0
1557,1558,26.4688716166789,0,1,47,83131,236,2,343,1
1558,1559,91.5857491084462,2,1,28,96015,38,2,651,0
1559,1560,115.140817685643,1,3,48,82456,42,2,520,0
1560,1561,21.8030239211757,0,0,75,96859,165,2,590,0
1561,1562,13.5163807304222,0,2,20,174161,56,2,924,0
1562,1563,75.8259647896224,0,1,76,87238,71,2,849,0
1563,1564,16.0658061367083,2,1,19,95940,231,2,659,0
1564,1565,86.4714462759518,0,0,65,119134,55,2,704,0
1565,1566,27.5596650377705,0,1,20,93916,217,2,770,0
1566,1567,55.0632751602685,2,1,73,81396,182,1,135,0
1567,1568,5.02060086455629,2,0,32,23877,22,2,38,0
1568,1569,48.8896034532687,0,3,34,128407,27,2,319,0
1569,1570,30.0528068981392,0,2,65,104256,105,2,286,0
1570,1571,44.1680052033302,2,2,69,51818,175,2,878,0
1571,1572,9.1969957461579,0,1,24,68555,38,1,967,0
1572,1573,66.7560652374266,0,2,65,62368,112,2,462,0
1573,1574,99.3147131605939,1,3,22,199252,39,2,890,0
1574,1575,12.214516334427,0,1,51,143054,143,2,661,0
1575,1576,5.03051056314005,2,2,50,109666,119,2,351,0
1576,1577,1.1961229965787,1,4,71,118777,194,2,4,0
1577,1578,51.3571344024794,0,4,78,129928,189,1,235,0
1578,1579,46.7092486661959,0,4,62,69421,60,2,235,0
1579,1580,39.5597706691783,2,4,33,46620,136,2,825,0
1580,1581,13.1948331470644,1,4,54,141238,44,1,968,0
1581,1582,24.7891332532603,1,1,20,80539,43,1,500,0
1582,1583,45.1288023769661,2,0,76,37077,134,1,104,0
1583,1584,34.3350857495958,0,0,76,163735,212,2,206,0
1584,1585,220.256658169066,2,1,64,103335,155,2,238,0
1585,1586,7.33458063076637,0,1,65,67285,173,2,830,0
1586,1587,59.3958781210232,0,3,60,168691,23,1,828,0
1587,1588,25.90248004052,0,0,74,89503,240,2,51,0
1588,1589,27.9482662825858,0,4,68,144851,232,2,107,0
1589,1590,63.2211430709526,2,1,67,77477,209,1,356,0
1590,1591,58.9536287659907,0,4,38,47488,122,1,32,0
1591,1592,236.969340393218,0,0,58,98747,141,2,21,1
1592,1593,6.87090620682916,0,2,25,41169,196,1,306,0
1593,1594,5.49686250203277,1,2,39,50373,84,1,10,0
1594,1595,64.4291382836771,2,1,68,52669,106,2,638,0
1595,1596,43.183362523399,0,3,71,75277,64,0,441,0
1596,1597,16.0213296225013,0,4,22,75120,153,2,561,0
1597,1598,4.13753436738987,0,1,34,86376,125,1,197,0
1598,1599,4.4775435531954,1,3,54,74235,214,1,528,0
1599,1600,112.305925623279,2,4,31,185301,52,2,941,0
1600,1601,10.6514515929982,2,0,56,106854,48,2,43,0
1601,1602,19.531649647379,2,2,58,35405,61,0,184,0
1602,1603,12.8515915047817,0,3,45,133307,17,2,388,0
1603,1604,21.924961740521,1,4,48,121776,40,2,550,0
1604,1605,3.59756803658149,2,1,34,166919,75,2,506,0
1605,1606,36.6006161012767,0,4,52,43547,89,1,441,0
1606,1607,3.50034231887207,0,1,57,26575,69,0,495,0
1607,1608,80.5611021079626,2,2,39,115659,85,2,504,0
1608,1609,13.3098653842103,1,2,62,155915,26,1,136,0
1609,1610,38.8277345574297,0,4,65,158811,208,2,988,1
1610,1611,106.046140824487,1,4,70,34852,184,0,278,0
1611,1612,52.6166020205132,2,1,46,71661,40,2,942,0
1612,1613,38.0667816287366,0,1,27,160229,213,2,163,0
1613,1614,19.6028021242073,0,3,35,107942,240,2,542,0
1614,1615,20.2484050611923,0,3,52,136726,96,2,851,0
1615,1616,55.3554575284868,2,3,61,130736,196,2,22,0
1616,1617,256.974833735365,0,4,33,92968,230,1,951,0
1617,1618,54.2116863482616,0,3,67,38837,117,2,710,0
1618,1619,40.7977755483991,2,4,66,100684,136,0,506,0
1619,1620,65.5872762096406,2,2,24,137704,73,1,685,0
1620,1621,31.2936463991204,0,0,47,96730,45,1,509,0
1621,1622,3.10134217416088,0,2,36,165891,17,2,569,0
1622,1623,41.3107130071981,0,4,72,27404,169,1,931,0
1623,1624,158.060171364767,2,4,77,34674,77,1,707,1
1624,1625,9.63695814703518,1,0,40,105923,137,1,599,0
1625,1626,58.5599379234129,0,1,25,169769,198,0,443,0
1626,1627,11.2155671871129,1,1,34,174642,91,2,141,0
1627,1628,38.3749713013223,2,1,38,125319,106,2,280,0
1628,1629,5.08372418511804,2,3,43,48037,101,1,966,0
1629,1630,29.925582892294,2,1,74,133565,103,1,206,0
1630,1631,70.5628329271228,0,3,45,126086,235,2,683,0
1631,1632,21.3526880742727,0,3,76,57982,24,2,301,0
1632,1633,54.6680636438044,2,1,56,143309,73,1,396,0
1633,1634,79.3471321458175,2,1,50,125242,121,2,317,0
1634,1635,130.98673463521,2,0,57,25156,106,2,786,0
1635,1636,13.3705843857778,0,0,36,58280,139,2,907,0
1636,1637,25.4843066457267,1,3,46,95324,35,2,879,0
1637,1638,8.26826726612014,2,0,37,80706,157,2,857,0
1638,1639,244.532748102403,0,3,37,161043,136,0,47,0
1639,1640,130.865454857929,0,4,80,63408,17,1,672,0
1640,1641,38.8217799399561,2,3,27,157559,199,0,974,0
1641,1642,92.2685496030986,2,3,79,40997,140,1,676,0
1642,1643,36.7983477649143,0,0,29,66456,240,2,389,0
1643,1644,48.8532424310865,1,4,73,150865,207,1,378,0
