,transaction_id,amount,transaction_type,merchant_category,customer_age,customer_income,account_age,location,num_prev_transactions,illicit
3500,3501,16.8800120538534,0,4,42,154599,17,2,755,0
3501,3502,81.1363694708996,0,3,51,184139,236,2,729,0
3502,3503,294.588199205118,0,4,41,71538,217,1,14,0
3503,3504,1.52430087310118,1,0,55,57455,61,2,100,0
3504,3505,113.829235473952,0,3,77,40243,91,2,779,0
3505,3506,48.7265277228782,2,4,71,143793,225,2,387,0
3506,3507,181.309543086034,0,2,40,183765,203,2,34,0
3507,3508,31.2753161006697,2,4,22,131371,141,2,350,0
3508,3509,93.9928035664336,1,2,61,89231,193,2,956,0
3509,3510,3.22127670128422,0,1,76,94648,95,0,282,0
3510,3511,20.4193975285517,0,0,53,52059,225,2,636,0
3511,3512,3.46839018207623,2,4,71,92778,213,0,735,1
3512,3513,185.134992829873,2,3,41,95477,80,1,672,0
3513,3514,84.9063276545365,2,0,53,75283,103,2,524,0
3514,3515,95.712432743357,0,4,22,83853,215,1,164,0
3515,3516,139.003013389648,0,3,56,40001,202,1,427,0
3516,3517,4.44721598436604,1,3,23,22700,48,2,257,0
3517,3518,24.3552589360511,1,3,62,169157,225,2,933,0
3518,3519,3.68420481784205,0,3,53,137990,86,2,804,0
3519,3520,11.8363381902506,1,4,62,33339,233,1,442,0
3520,3521,13.0270718488204,0,1,21,166906,70,2,625,0
3521,3522,31.6597591084984,0,2,27,146378,47,2,119,0
3522,3523,15.6371524199791,0,2,69,49543,228,2,68,0
3523,3524,5.32239459951567,0,2,18,55930,239,2,273,0
3524,3525,9.16556766969809,2,1,38,192146,10,2,559,0
3525,3526,7.96594179564772,0,3,57,49044,185,2,848,0
3526,3527,180.738341649962,0,3,56,98673,80,1,321,0
3527,3528,71.2086402150777,2,0,54,185977,13,1,944,0
3528,3529,171.729640559215,2,2,20,132997,189,1,361,0
3529,3530,28.9677592823626,2,2,64,103725,58,2,569,0
3530,3531,16.3120316391094,1,3,48,46012,84,1,930,0
3531,3532,80.0470053659235,0,2,44,98513,68,2,589,0
3532,3533,19.7450986025134,2,3,34,117585,84,2,498,0
3533,3534,17.7897218496064,2,3,78,41694,86,0,203,0
3534,3535,13.2312303494088,2,3,40,195460,157,2,953,0
3535,3536,6.94465724234609,0,4,30,118760,144,2,736,0
3536,3537,14.8168415878117,0,4,64,52835,235,2,774,0
3537,3538,21.9500409585582,1,4,44,138777,63,2,505,0
3538,3539,56.0420065674555,0,4,68,38186,175,1,614,0
3539,3540,3.23038442818321,1,1,37,180617,43,2,108,0
3540,3541,11.8182117637421,2,0,63,64391,151,1,264,0
3541,3542,82.7802814878199,2,0,70,125858,158,2,836,0
3542,3543,7.94521020622164,1,3,30,124199,185,2,387,0
3543,3544,20.976564723378,2,2,80,196860,30,2,415,0
3544,3545,99.9978591018371,0,4,61,48401,235,1,900,0
3545,3546,8.41651331758494,2,0,41,117764,67,1,567,0
3546,3547,4.31804319195198,1,0,78,78611,184,2,311,0
3547,3548,33.1345841768671,0,4,72,32202,24,2,251,0
3548,3549,18.0068687963895,0,1,58,53135,101,0,811,0
3549,3550,41.4378496640636,0,1,76,108121,205,2,583,0
3550,3551,81.4322829086564,1,0,20,133944,106,2,652,0
3551,3552,7.37563315673595,0,1,79,133765,224,2,387,0
3552,3553,43.4583220768181,2,4,60,83535,101,2,691,0
