,transaction_id,amount,transaction_type,merchant_category,customer_age,customer_income,account_age,location,num_prev_transactions,illicit
2000,2001,15.1706365678192,0,4,68,47944,226,2,378,0
2001,2002,14.1830948147864,0,3,24,160216,83,1,953,0
2002,2003,118.358623710815,1,1,41,129418,240,2,915,0
2003,2004,14.3538594281803,2,1,22,58459,165,2,311,0
2004,2005,15.8692587827097,0,0,38,190899,78,2,578,0
2005,2006,71.2306126798581,0,4,45,50741,157,1,58,0
2006,2007,29.8682049432529,2,0,35,146077,211,2,303,1
2007,2008,74.964319912923,0,1,41,94627,165,2,34,0
2008,2009,3.38002193809626,0,3,75,133372,21,2,647,1
2009,2010,33.4296746051868,0,4,49,89741,216,0,587,0
2010,2011,1.70957624689749,0,1,62,89177,218,2,753,0
2011,2012,3.2350975755316,1,3,50,23543,233,1,492,0
2012,2013,118.456255907274,0,2,27,156663,120,1,490,0
2013,2014,7.49728995232225,0,1,26,76395,12,2,799,0
2014,2015,38.0093140531105,2,2,66,49055,176,2,220,0
2015,2016,26.4745710959281,1,0,50,26116,83,2,812,0
2016,2017,21.3352027797268,0,2,50,75485,175,2,596,0
2017,2018,115.045996850441,0,1,24,153479,113,2,122,0
2018,2019,1.10325246775008,0,2,21,182666,222,2,706,0
2019,2020,54.5009190416345,2,4,45,86421,15,2,101,0
2020,2021,165.377748973418,2,1,40,55411,195,2,794,0
2021,2022,41.0681430140426,1,3,70,144115,113,1,886,0
2022,2023,138.090322645956,1,2,49,119772,141,1,514,0
2023,2024,2.6836419147912,2,4,61,110121,187,2,312,0
2024,2025,27.1324426148648,2,0,33,143671,201,2,505,0
2025,2026,15.0659173275344,0,0,63,131670,124,1,960,0
2026,2027,65.618928153657,0,2,72,177310,141,1,493,0
2027,2028,198.953808942084,1,0,27,124627,208,0,758,0
2028,2029,14.8213473791826,0,3,31,192775,115,2,659,0
2029,2030,53.0910629915016,0,1,56,186268,206,2,198,0
2030,2031,11.038420756714,2,4,53,32738,200,2,632,0
2031,2032,41.6584371073979,0,2,51,134183,147,1,680,0
2032,2033,31.1747584086161,2,0,41,35772,185,2,512,0
2033,2034,178.787056545406,2,1,35,85270,32,2,329,0
2034,2035,46.8919714018867,0,3,33,174564,99,2,620,0
2035,2036,21.5011888376455,1,0,58,74979,87,1,971,0
2036,2037,6.05732217878101,0,0,54,133585,149,2,899,0
2037,2038,8.19934318607181,0,4,58,187927,210,1,326,0
2038,2039,12.7650637570441,2,3,80,157300,112,1,9,0
2039,2040,14.4485892780685,2,3,42,171117,142,1,981,0
2040,2041,95.0617747131555,2,2,79,44318,208,2,126,0
2041,2042,41.1881742558397,0,4,25,78458,24,0,984,0
2042,2043,37.0529322392722,2,2,41,164867,49,2,668,0
2043,2044,6.0953253170649,0,4,37,125856,32,2,230,0
2044,2045,98.3555582077544,1,3,65,105184,75,0,14,0
2045,2046,64.153380593693,0,4,47,148789,109,2,786,0
2046,2047,3.50333463597582,2,4,37,41747,11,2,486,0
2047,2048,61.5218450301227,0,4,79,198445,188,2,441,0
2048,2049,39.2125150308692,0,1,35,182632,68,2,877,0
2049,2050,4.26293727348341,0,1,21,31282,189,2,948,0
2050,2051,30.6522060303351,1,3,65,184903,90,2,557,0
2051,2052,33.1499409207467,2,4,53,83073,110,2,273,0
2052,2053,9.06257888109082,1,3,23,174115,133,1,617,0
2053,2054,145.659846369975,0,1,20,72900,164,2,2,0
2054,2055,94.8477904117343,0,4,35,40929,225,2,325,0
2055,2056,55.2852195130109,0,2,64,55500,192,2,252,1
2056,2057,31.0223119834443,1,1,57,21872,206,1,533,0
2057,2058,26.5314835878422,0,1,35,188560,32,1,54,0
2058,2059,52.6303667157029,1,1,73,87505,71,1,885,0
2059,2060,39.4203737151896,1,4,40,45460,74,2,447,0
2060,2061,3.21482650135633,1,0,52,32155,194,2,296,0
2061,2062,35.9235210967018,2,2,23,162942,138,2,621,0
2062,2063,82.0989894184066,2,2,71,135006,99,2,372,0
2063,2064,30.7389747566115,2,3,43,113928,21,2,734,0
2064,2065,2.66774867542247,0,4,79,154789,40,0,468,0
2065,2066,77.1540053405619,2,1,38,146075,42,2,759,0
2066,2067,11.2424866842937,0,0,78,152446,72,0,135,0
2067,2068,14.9621545374185,0,4,41,172898,46,2,832,0
2068,2069,8.99859717087008,0,4,32,135138,82,0,898,0
2069,2070,20.0399305235857,0,0,44,164499,73,2,924,0
2070,2071,70.6835873908258,0,1,49,84442,118,0,245,0
2071,2072,36.6345266762021,0,4,29,185780,41,2,69,0
2072,2073,11.4631917393544,2,2,22,120671,94,0,480,0
2073,2074,105.117120063274,0,2,24,175343,132,2,529,0
2074,2075,105.839252553992,2,0,39,36631,99,2,489,0
2075,2076,102.234009005122,0,1,44,39887,142,2,502,0
2076,2077,13.642708320346,2,0,32,45259,142,2,697,0
2077,2078,30.0046448216146,2,4,56,117932,53,1,116,0
2078,2079,209.950786246498,2,2,62,77987,240,0,256,0
2079,2080,73.9232186091389,2,3,74,39144,229,1,789,0
2080,2081,1.37716393184408,0,0,52,171908,128,1,606,0
2081,2082,3.37137939095553,2,3,43,64456,212,2,918,0
2082,2083,31.1746548885531,0,3,40,187452,29,1,903,0
2083,2084,119.965927482684,0,2,30,140250,23,2,924,0
2084,2085,38.685529300196,2,0,43,97735,239,1,427,0
2085,2086,34.4390869524446,0,3,20,31569,85,2,114,0
2086,2087,5.57304872583022,2,4,46,145294,159,1,493,0
2087,2088,53.4691971565481,2,1,19,182254,96,2,61,0
2088,2089,86.32757253151,0,1,45,172721,233,2,786,0
2089,2090,23.9356730983592,0,2,40,103731,71,2,826,0
2090,2091,74.7188959169186,0,0,53,116132,205,2,496,0
2091,2092,166.878258102605,1,0,66,120497,189,2,635,0
2092,2093,11.3931371556707,2,1,23,47003,151,2,79,0
2093,2094,37.0465038851068,0,4,28,167623,8,1,658,0
2094,2095,16.9233683444527,0,1,55,134432,76,2,484,0
2095,2096,78.7166721608737,2,1,71,174898,100,1,21,0
2096,2097,43.0893420469822,1,0,51,122486,16,2,594,0
2097,2098,50.3357258916638,0,3,34,175801,154,2,323,0
2098,2099,79.9531359725533,0,4,20,154940,157,2,516,1
2099,2100,25.206609796089,1,0,61,61274,93,2,260,0
2100,2101,123.308210630648,0,1,63,58718,6,2,920,0
2101,2102,38.0743918727691,0,3,51,183425,37,2,791,0
2102,2103,8.59608057946592,1,4,39,61682,161,2,128,0
2103,2104,59.5197892248194,2,2,46,50653,95,1,625,0
2104,2105,78.8149922961977,0,4,77,165213,174,2,283,0
2105,2106,19.0455772397855,0,4,71,162609,61,2,46,0
2106,2107,97.3082490256681,0,1,46,50401,169,1,852,0
2107,2108,118.299282301558,0,1,22,178459,18,1,187,0
2108,2109,16.2106979785232,1,2,27,101690,230,2,18,0
2109,2110,205.284856114087,0,2,27,120613,111,1,598,0
2110,2111,7.58252951902528,2,2,70,157702,95,0,653,1
2111,2112,11.2833158157338,1,0,26,194533,16,2,762,0
2112,2113,10.1808250133786,0,0,79,64293,104,2,837,0
2113,2114,112.210955709207,0,1,38,174142,179,0,991,0
2114,2115,53.1081194267352,2,1,30,33416,165,2,881,0
2115,2116,8.24988131251519,1,2,27,136711,14,2,991,0
2116,2117,29.0198097444936,1,0,55,135037,103,2,7,0
2117,2118,47.7643167773981,0,3,28,110935,68,1,36,0
2118,2119,4.35770126668287,2,0,21,159701,30,0,597,0
2119,2120,107.030272017114,2,1,75,28360,60,1,71,0
2120,2121,81.3809942226804,1,0,63,32011,53,0,380,0
2121,2122,35.1807664040918,0,1,79,60721,225,2,997,0
2122,2123,170.754596152504,2,2,48,56069,164,2,265,0
2123,2124,27.0437113514697,1,2,66,73270,158,1,66,0
2124,2125,207.104268822559,0,2,69,31227,64,0,652,0
